index,genres,keywords,production_companies,title,cast,director,document
3910,"['romance', 'thriller', 'western']","['fire', 'bountyhunter', 'shotgun', 'horsebackriding', 'horse', 'cabin', 'frontier', 'outlaw', 'rifle', 'unrequitedlove', 'deathoffather', 'nativeamerican', 'shootout', 'search', 'pistol', 'deathbyaccident', 'violence', 'ireland', 'drinking', 'pursuit', 'shotthroughawall', 'flamingarrow', 'dreamsequence', 'flashback', 'shotintheheart']",thenewzealandfilmcommission,Slow West,"['michaelfassbender', 'kodismit-mcphee', 'benmendelsohn', 'carenpistorius', 'rorymccann', 'brookewilliams', 'alexmacqueen', 'kalaniqueypo', 'madeleinesami']",johnmaclean,romance thriller western fire bountyhunter shotgun horsebackriding horse cabin frontier outlaw rifle unrequitedlove deathoffather nativeamerican shootout search pistol deathbyaccident violence ireland drinking pursuit shotthroughawall flamingarrow dreamsequence flashback shotintheheart t h e n e w z e a l a n d f i l m c o m m i s s i o n
3912,"['action', 'comedy', 'crime']",['duringcreditsstinger'],meleeentertainment,Next Day Air,"['donaldfaison', 'mikeepps', 'woodharris', 'omarihardwick', 'yasiinbey', 'laurenlondon']",bennyboom,action comedy crime duringcreditsstinger m e l e e e n t e r t a i n m e n t
3913,['drama'],"['evangelist', 'revivalism']",unitedartists,Elmer Gantry,"['burtlancaster', 'jeansimmons', 'arthurkennedy', 'deanjagger', 'shirleyjones', 'pattipage', 'edwardandrews', 'johnmcintire', 'hughmarlowe', 'joemaross', 'philipober', 'barrykelley', 'wendellholmes', 'daytonlummis']",richardbrooks,drama evangelist revivalism u n i t e d a r t i s t s
3914,"['drama', 'history']","['judge', 'concentrationcamp', 'worldwarii', 'nazis', 'courtcase', 'nationalsocialism', 'nationalsocialistparty', 'nurembergtrials', 'rightandjustice', 'trial']",unitedartists,Judgment at Nuremberg,"['spencertracy', 'burtlancaster', 'richardwidmark', 'marlenedietrich', 'maximilianschell', 'judygarland', 'montgomeryclift', 'edwardbinns', 'wernerklemperer', 'torbenmeyer', 'martinbrandt', 'williamshatner', 'kennethmackenna', 'alanbaxter', 'johnwengraf', 'karlswenson', 'howardcaine', 'bessflowers', 'josephbernard', 'virginiachristine', 'ottowaldis', 'rayteal', 'benwright', 'olgafabian', 'paulbusch', 'bernardkates', 'frankbaker', 'brandonbeach', 'josephcrehan', 'sayredearing', 'samharris', 'shephoughton', 'reedhowes', 'williammeader', 'colinkenny', 'georgenardelli', 'waclawrekwart', 'jackstoney', 'oscarberegijr.', 'norbertschiller', 'chetbrandenburg', 'hermanhack', 'sheilabromley', 'haroldmiller', 'hansmoebus', 'ednelson', ""williamh.o'brien"", 'rudysolari', 'bertstevens', 'haltaggart', 'janataylor', 'ralphmoratz', 'tonyregan', 'dickcherney', 'normanstevans']",stanleykramer,drama history judge concentrationcamp worldwarii nazis courtcase nationalsocialism nationalsocialistparty nurembergtrials rightandjustice trial u n i t e d a r t i s t s
3915,"['comedy', 'romance']","['highschool', 'prom']",beaconcommunications,Trippin',"['deonrichmond', 'donaldfaison', 'guytorry', 'maiacampbell', 'alomawright']",davidraynr,comedy romance highschool prom b e a c o n c o m m u n i c a t i o n s
3916,['western'],"['texas', 'dangerous', 'kansas', 'cattledrive', 'revenge', 'cattle', 'adoptedchild', 'cattleempire']",unitedartists,Red River,"['johnwayne', 'montgomeryclift', 'joannedru', 'walterbrennan', 'coleengray', 'harrycarey', 'johnireland', 'noahbeery,jr.', 'harrycarey,jr.', 'chiefyowlachie', 'paulfix', 'hankworden', 'mickeykuhn', 'rayhyke', 'haltaliaferro']",howardhawks,western texas dangerous kansas cattledrive revenge cattle adoptedchild cattleempire u n i t e d a r t i s t s
3917,"['comedy', 'romance']",['womandirector'],,Phat Girlz,"[""mo'nique"", 'jimmyjean-louis', 'godfrey', 'joyfuldrake', 'brendanwalsh']",nnegestlikké,comedy romance womandirector 
3918,"['romance', 'drama']","['hotel', 'airport', 'hotelroom', 'greece', 'dream', 'greek', 'friends', 'author', 'writer', 'summervacation', 'twins']",castlerockentertainment,Before Midnight,"['ethanhawke', 'juliedelpy', 'seamusdavey-fitzpatrick', 'jenniferprior', 'charlotteprior', 'xeniakalogeropoulou', 'walterlassally', 'arianelabed', 'yiannispapadopoulos', 'athinaracheltsangari', 'panoskoronis', 'enricofocardi', 'manolisgoussias', 'anoukservera', 'yotaargyropoulou', 'serafeimradis', 'johnsloss']",richardlinklater,romance drama hotel airport hotelroom greece dream greek friends author writer summervacation twins c a s t l e r o c k e n t e r t a i n m e n t
3919,"['comedy', 'fantasy', 'family']","['werewolf', 'teenager']",atlanticentertainmentgroup,Teen Wolf Too,"['jasonbateman', 'kimdarby', 'johnastin', 'markholton', 'esteechandler', 'robertneary', 'stuartfratkin', 'paulsand', 'jameshampton', 'bethmiller', 'rachelsharp', 'davidburton', 'williamh.burtonjr.', 'kathleenfreeman', 'ericmatthew', 'd.a.matzke', 'martydenkin', 'patrickmccord', 'kevinkaye', 'michaelzorek', 'lawrenceparks', 'ruthmcarthur', 'peterj.fogel', 'scottcraigjones', 'joeymeran', 'kellyreed', 'sallymurphy', 'janellebrady', 'michaelworth', 'stephanieepper', 'matthewt.adams', 'robertlacovara', 'billprudich', 'xeniastavrinides']",christopherleitch,comedy fantasy family werewolf teenager a t l a n t i c e n t e r t a i n m e n t g r o u p
3920,"['action', 'horror', 'sciencefiction', 'thriller']","['portal', 'undertaker', 'evil', 'tallman', 'sentinals']",universalpictures,Phantasm II,"['jameslegros', 'reggiebannister', 'angusscrimm', 'paulairvine', 'samanthaphillips', 'kennethtigar', 'ruthc.engel', 'markanthonymajor', 'staceytravis', 'a.michaelbaldwin', 'irenekorman', 'troyfromin', 'philfondacaro', 'edgale']",doncoscarelli,action horror sciencefiction thriller portal undertaker evil tallman sentinals u n i v e r s a l p i c t u r e s
3921,['drama'],['independentfilm'],,Woman Thou Art Loosed,"['kimberlyelise', 'lorettadevine', 'debbimorgan', 'michaelboatman', 'louisaabernathy']",michaelschultz,drama independentfilm 
3922,"['comedy', 'drama']","['independentfilm', 'womandirector']",,Real Women Have Curves,"['americaferrera', 'lupeontiveros', 'ingridoliu', 'georgelopez', 'briansites', 'soledadst.hilaire', 'marleneforte']",patriciacardoso,comedy drama independentfilm womandirector 
3923,"['drama', 'foreign', 'romance']","['siteofpilgrimage', 'widow', 'varanasi', 'hinduism', 'childbride', 'mahatmagandhi', 'womandirector']",davidhamiltonproductions,Water,"['lisaray', 'sarala', 'johnabraham', 'seemabiswas', 'waheedarehman', 'vinaypathak', 'rishmamalik', 'manorama', 'raghuviryadav']",deepamehta,drama foreign romance siteofpilgrimage widow varanasi hinduism childbride mahatmagandhi womandirector d a v i d h a m i l t o n p r o d u c t i o n s
3924,['comedy'],"['islam', 'hippie', 'fathersonrelationship', 'muslim', 'jealousy', 'tradition', 'cultureclash', 'religiouseducation', 'modernsociety', 'pakistani', 'daughter', 'faith', 'integration', 'culturaldifference']",bbc,East Is East,"['ompuri', 'lindabassett', 'ianaspinall', 'jimimistry', 'archiepanjabi', 'jordanroutledge', 'chrisbisson', 'lesleynicol', 'emilmarwa', 'rajijames', 'ruthjones', 'emmarydal', 'johnbardon', 'jimmiharkishin', 'krissdosanjh', 'benkeaton', 'garylewis', 'rogermorlidge', 'albertmoses', 'garydamer', 'preeyakalidas']",damieno'donnell,comedy islam hippie fathersonrelationship muslim jealousy tradition cultureclash religiouseducation modernsociety pakistani daughter faith integration culturaldifference b b c
3925,"['comedy', 'romance']","['independentfilm', 'diner', 'dating', 'masturbation']",hi-rezfilms,Whipped,"['amandapeet', 'brianvanholt', 'jonathanabrahams', 'zoriebarber', 'judahdomke', 'calliethorne', 'bridgetmoynahan', 'tarynreif', 'neriahdavis']",peterm.cohen,comedy romance independentfilm diner dating masturbation h i - r e z f i l m s
3926,"['drama', 'history', 'romance']","['poetry', 'eroticism', 'womandirector']",mirabaifilms,Kama Sutra - A Tale of Love,"['indiravarma', 'saritachoudhury', 'ramontikaram', 'naveenandrews']",miranair,drama history romance poetry eroticism womandirector m i r a b a i f i l m s
3927,"['comedy', 'drama']","['suicide', 'newyork', 'infidelity', 'cancer', 'independentfilm', 'neighbor', 'apartment', 'womandirector']",sonypicturesclassics,Please Give,"['rebeccahall', 'catherinekeener', 'amandapeet', 'oliverplatt', 'sarahsteele', 'jasonmantzoukas', 'annmorganguilbert', 'timothydoyle', 'eliseivy', 'joshpais', 'paulsparks', 'loissmith', 'portia', 'thomasiannicholas']",nicoleholofcener,comedy drama suicide newyork infidelity cancer independentfilm neighbor apartment womandirector s o n y p i c t u r e s c l a s s i c s
3928,"['family', 'fantasy']","['chocolate', 'factoryworker', 'basedonnovel', 'candy', 'tvaddictedperson', 'overweightchild', 'grandfathergrandsonrelationship', 'factory', 'musical', 'single', 'teacher']",paramountpictures,Willy Wonka & the Chocolate Factory,"['genewilder', 'jackalbertson', 'peterostrum', 'roykinnear', 'denisenickerson', 'leonardstone', 'juliedawncole', 'noradenney', 'petercapell', 'timbrooke-taylor', 'marcuspowell', 'rustygoffe', 'michaelgoodliffe', 'kurtgroßkurth', 'malcolmdixon', 'paristhemmen', 'ursulareit', 'michaelboliner', 'dianasowle', 'aubreywoods', 'davidbattley', 'patcoombs', 'güntermeisner', 'wernerheyking', 'peterstewart', 'franziskaliebing', 'doraaltmann', 'ernstziegler', 'stephendunn', 'frankdelfino', 'rudyborgstaller', 'georgeclaydon', 'ismedhassan', 'normanmcglen', 'angelomuscat', 'albertwilkinson']",melstuart,family fantasy chocolate factoryworker basedonnovel candy tvaddictedperson overweightchild grandfathergrandsonrelationship factory musical single teacher p a r a m o u n t p i c t u r e s
3929,"['fantasy', 'horror', 'sciencefiction']","['armageddon', 'warlock']",tapestryfilms,Warlock: The Armageddon,"['juliansands', 'chrisyoung', 'paulamarshall', 'joannapacula', 'stevekahan', 'r.g.armstrong', 'charleshallahan', 'bruceglover', 'craighurley', 'dawnannbillings', 'zachgalligan', 'michellemoffett', 'richardzobel', 'ferdymayne', 'anthonyhickox', 'georgebuckflower', 'monikaschnarre', 'wendyhamilton']",anthonyhickox,fantasy horror sciencefiction armageddon warlock t a p e s t r y f i l m s
3930,"['comedy', 'crime']","['mexico', 'vacation', 'murder', 'head']",orionpictures,8 Heads in a Duffel Bag,"['joepesci', 'kristyswanson', 'georgehamilton', 'dyancannon', 'andycomeau', 'davidspade', 'ernestinemercer', 'anthonymangano', 'joebasile', 'frankroman', 'howardgeorge', 'tomplatz', 'endrehules', 'calvinlevels', 'johnzurlo', 'rogercobra', 'jeffsanders', 'ricsarabia', 'toddlouiso']",tomschulman,comedy crime mexico vacation murder head o r i o n p i c t u r e s
3931,"['drama', 'romance']","['lovetriangle', 'chicago', 'wifehusbandrelationship', 'texas', 'field', 'farm', 'marriage', 'love', 'poverty', 'classdifferences', 'farmer', 'jealoushusband', 'boyfriendgirlfriendrelationship', 'harvest']",paramountpictures,Days of Heaven,"['richardgere', 'brookeadams', 'lindamanz', 'samshepard', 'robertj.wilke', 'stuartmargolin', 'timothyscott']",terrencemalick,drama romance lovetriangle chicago wifehusbandrelationship texas field farm marriage love poverty classdifferences farmer jealoushusband boyfriendgirlfriendrelationship harvest p a r a m o u n t p i c t u r e s
3932,['drama'],"['independentfilm', 'womandirector']",,Thirteen Conversations About One Thing,"['johnturturro', 'cleaduvall', 'matthewmcconaughey', 'amyirving', 'alanarkin', 'waltmacpherson', 'daryledwards', 'jamesyaegashi', 'davidconnolly', 'robmcelhenney']",jillsprecher,drama independentfilm womandirector 
3933,['comedy'],"['confession', 'jealousy', 'nightmare', 'ambition', 'groupie', 'highschool', 'cafeteria', 'revenge', 'prom', 'deadbody', 'dating', 'fashion', 'rockband', 'fantasysequence', 'slowmotion', 'multipleidentities', 'popmusic', 'makeover', 'polaroidcamera', 'publichumiliation', 'socialoutcast', 'sidekick', 'prankgonewrong', 'cliques', 'socialclimbing', 'backstabbing', 'deadteenager', 'gothgirls']",tristarpictures,Jawbreaker,"['rosemcgowan', 'juliebenz', 'rebeccagayheart', 'carolkane', 'pamgrier', 'judygreer', 'chadchrist', 'ethanerickson', 'tatyanaali', 'charlotteayanna', 'jeffconaway', 'williamkatt', 'p.j.soles', 'marilynmanson']",darrenstein,comedy confession jealousy nightmare ambition groupie highschool cafeteria revenge prom deadbody dating fashion rockband fantasysequence slowmotion multipleidentities popmusic makeover polaroidcamera publichumiliation socialoutcast sidekick prankgonewrong cliques socialclimbing backstabbing deadteenager gothgirls t r i s t a r p i c t u r e s
3934,"['drama', 'history']","['newyork', 'sex', 'drugabuse', 'homelessperson', 'newlove', 'drugaddiction', 'overdose', 'graffiti', 'streetart', 'vernissage', 'exhibit', 'friendship', 'independentfilm', 'drug', 'celebration']",miramax,Basquiat,"['jeffreywright', 'davidbowie', 'dennishopper', 'garyoldman', 'beniciodeltoro', 'claireforlani', 'michaelwincott', 'parkerposey', 'courtneylove', ""tatumo'neal"", 'christopherwalken', 'willemdafoe', 'samrockwell', 'jean-claudelamarre', 'hopeclarke', 'rocketsredglare', 'elinalöwensohn', 'paulbartel', 'josephr.gannascoli', 'michaelbadalucco']",julianschnabel,drama history newyork sex drugabuse homelessperson newlove drugaddiction overdose graffiti streetart vernissage exhibit friendship independentfilm drug celebration m i r a m a x
3935,"['comedy', 'drama']","['friendship', 'loneliness', 'blackandwhite', 'responsibility', 'latecomingofage']",scottrudinproductions,Frances Ha,"['gretagerwig', 'mickeysumner', 'adamdriver', 'michaelzegen', 'michaelesper', 'gracegummer', ""charlotted'amboise"", 'joshhamilton', 'hannahdunne', 'patrickheusinger', 'mayakazan', 'justinelupe', 'brittaphillips', 'daivadeupree', 'isabellemcnally', 'vanessaray', 'lindsayburdge', 'marinasquerciati', 'christinegerwig', 'gordongerwig', 'davidsalem', 'isaacsalem', 'annasalem', 'lauriealoisio-salem', 'danielroose', 'courtneycoffin-jensen', 'kristinejensen', 'dougcraft', 'timothymickiewicz', 'treborden', 'connormickiewicz', 'lauraparker', 'julietrylance', 'deanwareham', 'serenalongley', 'barbararossenglish', 'peterscanavino', 'ryannshane', 'danishhyder', 'teddycañez', 'gibsonfrazier', 'cindykatz', 'cohliebrocato', 'finnertysteeves', 'michellehurst', 'mollylieber', 'eleanorsmith', 'alexmoore']",noahbaumbach,comedy drama friendship loneliness blackandwhite responsibility latecomingofage s c o t t r u d i n p r o d u c t i o n s
3936,"['crime', 'drama']","['slum', 'baby', 'fight', 'nudity', 'leader', 'johannesburg', 'police', 'love', 'friends', 'murder', 'gang', 'teenager', 'violence', 'criminal', 'hijack']",movieworldproductions,Tsotsi,"['presleychweneyagae', 'jerrymofokeng', 'terrypheto', 'kennethnkosi', 'zenzongqobe', 'zola', 'rapulanaseiphemo', 'nambithampumlwana', 'ianroberts', 'percymatsemela', 'thembinyandeni', 'owensejake', 'israelmakoe', 'sindikhambule', 'bennymoshe', 'mothusimagano']",gavinhood,crime drama slum baby fight nudity leader johannesburg police love friends murder gang teenager violence criminal hijack m o v i e w o r l d p r o d u c t i o n s
3937,"['comedy', 'drama']","['rape', 'sistersisterrelationship', 'lover(female)', 'pedophilia', 'sister', 'partnership', 'stalker', 'secretlove', 'independentfilm', 'relationship', 'extramaritalaffair', 'familyconflict', 'unhappiness']",killerfilms,Happiness,"['janeadams', 'jonlovitz', 'philipseymourhoffman', 'dylanbaker', 'evansilverberg', 'rufusread', 'justinelvin', 'laraflynnboyle', 'cynthiastevenson', 'lilaglantzman-leib', 'gerrybecker', 'louiselasser', 'bengazzara', 'camrynmanheim', 'arthurj.nascarella', 'mollyshannon', 'jaredharris', 'annharada']",toddsolondz,comedy drama rape sistersisterrelationship lover(female) pedophilia sister partnership stalker secretlove independentfilm relationship extramaritalaffair familyconflict unhappiness k i l l e r f i l m s
3939,"['comedy', 'horror']","['canada', 'obsession', 'walrus', 'deception', 'search', 'disfigurement', 'experimentalsurgery', 'abduction']",phase4films,Tusk,"['michaelparks', 'justinlong', 'haleyjoelosment', 'génesisrodríguez', 'ralphgarman', 'johnnydepp', 'harleyquinnsmith', 'lily-rosedepp', 'jenniferschwalbachsmith', 'jenniferschwalbachsmith']",kevinsmith,comedy horror canada obsession walrus deception search disfigurement experimentalsurgery abduction p h a s e 4 f i l m s
3940,"['drama', 'thriller', 'mystery', 'action']","['sushirestaurant', 'rageandhate', 'notebook', 'daughter', 'hostility', 'sin', 'revenge', 'loneliness', 'urination', 'anger', 'catholic', 'incest', 'southhypnosis']",eggfilms,Oldboy,"['choimin-sik', 'yooji-tae', 'kanghye-jung', 'kimbyeong-ok', 'ohdal-su', 'jidae-han', 'ohtae-kyung', 'yoonjin-seo', 'leeseung-shin', 'leedae-yeon', 'ahnyeon-suk', 'ohgwang-rok', 'yooyeon-seok']",parkchan-wook,drama thriller mystery action sushirestaurant rageandhate notebook daughter hostility sin revenge loneliness urination anger catholic incest southhypnosis e g g f i l m s
3941,"['action', 'drama', 'family', 'thriller']","['letter', 'hope', 'postman', 'god', 'cancer', 'independentfilm', 'aftercreditsstinger']",mercycreekentretainment,Letters to God,"['robynlively', 'jeffreyjohnson', 'baileemadison', 'mareecheatham', 'tannermaguire', 'michaelbolten', 'ralphwaite', 'dennisneal', 'criscunningham', 'l.derekleonidoff', 'christopherschmidt', 'averysommers', 'amandabest', 'andreaconte', 'lisacurtis']",davidnixon,action drama family thriller letter hope postman god cancer independentfilm aftercreditsstinger m e r c y c r e e k e n t r e t a i n m e n t
3942,"['action', 'comedy', 'thriller']","['femalenudity', 'prostitute', 'shotgun', 'pimp', 'underwear', 'dystopia', 'vigilante', 'blood', 'massacre', 'brutality', 'violence', 'spittingblood', 'whitesuit', 'genocide', 'bodymutilation', 'extremesadism', 'childkiller', 'sawedoffshotgun', 'flamethrower', 'attemptedrobbery', 'intestines', 'disembowelment', 'attemptedrape', 'shotrepeatedly']",rhombusmedia,Hobo with a Shotgun,"['rutgerhauer', 'gregorysmith', 'robbwells', 'briandowney', 'mollydunsworth']",jasoneisener,action comedy thriller femalenudity prostitute shotgun pimp underwear dystopia vigilante blood massacre brutality violence spittingblood whitesuit genocide bodymutilation extremesadism childkiller sawedoffshotgun flamethrower attemptedrobbery intestines disembowelment attemptedrape shotrepeatedly r h o m b u s m e d i a
